GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18
8600000US10011,10011,ZCTA5 10011,29921,738,8564,705,6677,732,21357,880,104974,4110,169389,18897,189840,17073,91676,7645,193307,13147,304041,36771,N,N,145393,11250,23,(X),(X),(X),(X),(X),(X),(X)
8600000US10012,10012,ZCTA5 10012,12874,496,3437,337,2848,272,9437,479,95577,8580,153155,13900,161574,15899,81397,6334,141594,10317,209948,25783,N,N,116458,9073,23.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10013,10013,ZCTA5 10013,11501,472,5689,391,4571,393,5812,391,97228,23757,122472,19338,166432,44846,70667,16639,220757,21570,283860,35394,N,N,158140,32391,30.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10014,10014,ZCTA5 10014,18964,614,4865,417,4136,377,14099,713,109557,11138,184965,24836,202500,23058,90838,3804,175237,11316,274457,28187,N,N,140561,9871,19.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10016,10016,ZCTA5 10016,27939,856,7656,709,6349,631,20283,840,103960,5205,160700,19917,181034,26594,88136,3863,152088,8552,238619,27134,N,N,118927,6544,23,(X),(X),(X),(X),(X),(X),(X)
8600000US10017,10017,ZCTA5 10017,10117,622,2673,401,2188,416,7444,636,102165,10499,183750,38539,192193,35534,82393,6859,161962,14228,250868,32985,N,N,129287,15848,25.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10018,10018,ZCTA5 10018,4060,253,932,172,620,138,3128,260,100298,11886,112969,35841,164773,50800,94944,15303,141782,14377,175192,32692,N,N,131681,16222,25.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10019,10019,ZCTA5 10019,23606,926,6111,581,4855,552,17495,938,90174,8895,129315,23878,163594,29826,78384,9380,137685,7224,205116,21276,N,N,113941,8193,24.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10020,10020,ZCTA5 10020,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10021,10021,ZCTA5 10021,23504,964,8920,986,7555,861,14584,918,109398,11319,215357,26104,229108,27199,73825,5211,204533,14549,331252,29194,N,N,126358,14632,30.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10022,10022,ZCTA5 10022,17552,739,5958,592,5467,575,11594,700,115604,9476,240000,26731,247283,25936,86982,6132,221140,24860,381352,65229,N,N,137333,14657,25.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10023,10023,ZCTA5 10023,32247,1075,12373,761,10228,663,19874,1027,111265,6990,187288,18177,220000,24487,82965,7290,185157,11994,284709,22368,N,N,122339,10778,22.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10024,10024,ZCTA5 10024,28943,890,12985,758,10695,714,15958,885,109784,5513,174393,18466,201540,13929,67494,6526,195208,14850,291530,27691,N,N,115779,12096,24.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10025,10025,ZCTA5 10025,43607,772,19031,999,13337,822,24576,1001,71865,4040,116002,12871,156846,9814,52745,3590,120674,6294,175239,13098,N,N,77578,5356,28,(X),(X),(X),(X),(X),(X),(X)
8600000US10026,10026,ZCTA5 10026,14481,384,7660,472,3420,429,6821,512,47318,5263,51133,6929,106105,15471,39361,6442,76406,5433,88835,8736,N,N,58891,6320,36.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10027,10027,ZCTA5 10027,22965,543,11749,596,5159,499,11216,627,40013,2645,47383,3426,93733,11793,32241,4398,70220,4756,82930,6744,N,N,55705,5858,36.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10028,10028,ZCTA5 10028,24848,828,10437,741,9335,703,14411,898,115485,5660,207409,7938,216980,12976,81999,5801,203702,13659,338446,30746,N,N,105906,6719,27.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10029,10029,ZCTA5 10029,29198,600,16273,700,6253,465,12925,667,31446,1960,35715,2306,51083,4418,20939,2086,60941,3881,68592,6138,N,N,49900,5102,43.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10030,10030,ZCTA5 10030,12008,381,5641,401,1761,295,6367,444,32561,3375,38402,4753,62485,8543,22271,5276,52572,4127,59422,7313,N,N,44143,5301,39.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10031,10031,ZCTA5 10031,20969,484,10808,644,3916,466,10161,597,38338,3217,39400,3699,52330,10691,31628,5566,56188,3593,61424,5726,N,N,47201,3764,34.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10032,10032,ZCTA5 10032,19821,430,10598,501,4173,515,9223,553,35979,2738,39805,3676,49899,7040,26888,3158,49670,2676,52276,3597,N,N,42618,4197,36.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10033,10033,ZCTA5 10033,19595,396,11956,569,6096,515,7639,530,44595,3911,48197,4420,65841,3416,35252,4638,65125,4064,68712,4842,N,N,54432,5398,40.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10034,10034,ZCTA5 10034,15252,285,9051,452,4564,397,6201,409,42522,3180,40852,4342,61216,5353,41305,4780,58725,3312,59249,4780,N,N,53092,4384,35.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10035,10035,ZCTA5 10035,13129,457,6534,392,2265,347,6595,480,26764,2428,36300,4413,58185,11468,15636,2159,46813,3383,53948,5214,N,N,37130,4826,38,(X),(X),(X),(X),(X),(X),(X)
8600000US10036,10036,ZCTA5 10036,14534,602,2990,413,2124,334,11544,610,70625,5976,103778,15014,129286,46058,62394,6767,113730,7233,161019,22518,N,N,100331,7251,19.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10037,10037,ZCTA5 10037,9040,338,3541,317,989,188,5499,372,37000,4614,37021,7028,79922,37300,36132,5984,48731,3820,55526,8846,N,N,43279,3190,30.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10038,10038,ZCTA5 10038,9578,339,4161,331,2938,343,5417,367,73988,8929,79210,7303,96829,13550,65478,16737,121805,13574,121417,17225,N,N,121733,21611,30,(X),(X),(X),(X),(X),(X),(X)
8600000US10039,10039,ZCTA5 10039,10367,411,5544,416,1834,314,4823,441,33132,2539,35345,4631,65833,8537,31030,3773,46959,3093,48705,3988,N,N,43932,4739,37.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10040,10040,ZCTA5 10040,15887,339,9035,540,4614,495,6852,517,46944,3797,48158,3565,63333,8223,41632,5284,62395,3731,66878,4518,N,N,53396,4970,40.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10044,10044,ZCTA5 10044,4712,280,2423,298,1622,230,2289,308,95259,15430,117917,15112,135711,11427,66886,14761,112172,11281,134678,15241,N,N,88349,18757,22.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10065,10065,ZCTA5 10065,17396,665,6744,591,5944,558,10652,608,110163,8370,208172,17875,224482,24849,75986,6015,202954,15557,342864,36604,N,N,114303,10090,27.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10069,10069,ZCTA5 10069,2820,457,1418,406,1252,384,1402,323,172926,26513,237060,28196,241148,42719,114857,73220,231506,40209,307765,66679,N,N,154033,44649,13.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10075,10075,ZCTA5 10075,13567,869,5608,633,4983,641,7959,923,104583,12179,185182,46283,216031,56275,77171,13420,200745,19949,303302,38504,N,N,128365,22627,26.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10128,10128,ZCTA5 10128,31919,605,13743,822,10865,768,18176,1036,100649,6018,167098,16735,210759,17919,72827,4792,176612,8750,279250,18373,N,N,98291,5740,24,(X),(X),(X),(X),(X),(X),(X)
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10162,10162,ZCTA5 10162,660,243,218,150,149,133,442,229,193238,53824,189796,190562,"250,000+",***,176722,88858,203197,50983,263080,104200,N,N,157419,36727,50.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10280,10280,ZCTA5 10280,4320,346,2090,302,1726,283,2230,356,143636,24138,191591,29879,208168,15549,117222,22262,182441,21472,226678,32025,N,N,140885,25911,16.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10282,10282,ZCTA5 10282,2534,243,1547,233,1400,236,987,188,245556,41588,"250,000+",***,"250,000+",***,124353,107317,316718,52831,340201,48844,N,N,279376,115358,19.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10301,10301,ZCTA5 10301,14093,414,8712,419,5460,382,5381,364,60278,4794,67500,9054,92042,5341,39520,6220,76813,4060,88394,5760,N,N,55260,4127,42.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10302,10302,ZCTA5 10302,5996,310,4184,281,2767,247,1812,242,54150,6340,66800,9892,90089,9545,23962,5584,68842,4638,79738,6333,N,N,38933,5396,43.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10303,10303,ZCTA5 10303,8062,312,6314,351,3481,325,1748,224,52826,4251,60884,7101,83358,8833,22471,4088,67301,4520,74320,5165,N,N,35923,5522,56.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10304,10304,ZCTA5 10304,14475,500,10375,595,6259,459,4100,440,53762,4997,60010,7581,88992,9864,36343,5141,79892,6035,91471,8822,N,N,45323,4817,39.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10305,10305,ZCTA5 10305,14884,350,10471,392,7809,450,4413,333,70763,5210,79966,5517,88328,8587,35102,5442,83184,3359,93537,3899,N,N,55043,7041,38.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10306,10306,ZCTA5 10306,20241,456,14675,540,11462,495,5566,447,79152,5193,96414,6132,108596,6402,34774,4104,94614,3281,109036,3930,N,N,53677,4983,43.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10307,10307,ZCTA5 10307,4953,193,3973,211,3395,213,980,186,86688,4694,98750,16398,108361,5585,28389,14061,104973,8063,118350,8915,N,N,50309,11230,46.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10308,10308,ZCTA5 10308,10708,319,8164,358,6495,383,2544,303,85814,5484,95985,4037,102331,4630,39506,11849,101261,6219,112902,7653,N,N,55725,6348,43.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10309,10309,ZCTA5 10309,11100,243,8820,378,7211,427,2280,346,87536,5213,100962,9714,112689,7174,53914,4055,111477,7092,123233,8197,N,N,62096,10414,44.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10310,10310,ZCTA5 10310,8387,287,6270,325,3992,301,2117,261,64724,7440,76918,6544,102944,6820,30243,8241,78919,4635,88483,5639,N,N,43855,5214,40.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10311,10311,ZCTA5 10311,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10312,10312,ZCTA5 10312,21208,389,16982,456,13904,474,4226,362,87946,4513,99701,4734,106902,3831,42079,8969,103272,4119,114103,4795,N,N,54984,5654,43.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10314,10314,ZCTA5 10314,30972,490,23474,612,18426,625,7498,440,78962,2561,93063,3194,103886,3368,37073,3282,94547,3255,106966,3915,N,N,50280,3762,44.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10451,10451,ZCTA5 10451,17862,404,10466,471,3085,360,7396,467,27197,2482,32000,2265,46788,6809,17564,2459,39062,2723,41114,2476,N,N,33943,5930,30.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10452,10452,ZCTA5 10452,25008,294,17119,510,5448,469,7889,481,24965,1418,26621,1187,38970,4633,16820,1656,35555,2068,36939,2629,N,N,27276,2546,31.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10453,10453,ZCTA5 10453,26059,370,17781,559,5431,447,8278,477,24741,1745,27639,1873,40709,3125,15117,1768,33985,1328,35664,1639,48556,3556,24908,1908,32,(X),(X),(X),(X),(X),(X),(X)
8600000US10454,10454,ZCTA5 10454,12483,258,8662,366,2551,333,3821,335,19536,1551,22914,1770,38794,4060,14335,1276,31670,2158,34166,2743,N,N,22573,2577,27.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10455,10455,ZCTA5 10455,13690,283,8907,411,2846,362,4783,371,22996,1682,27197,2989,43079,5829,13949,2236,33128,1734,36700,2453,N,N,23089,2242,26,(X),(X),(X),(X),(X),(X),(X)
8600000US10456,10456,ZCTA5 10456,29156,450,20155,633,6144,483,9001,497,22962,1589,26473,1416,45860,2952,13695,1386,34536,1756,37555,2277,56969,5543,24312,2625,34.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10457,10457,ZCTA5 10457,22819,460,15429,457,5057,386,7390,448,24883,1581,28147,1800,42310,2654,15647,1681,36013,1856,38358,1904,N,N,26678,4410,31.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10458,10458,ZCTA5 10458,25863,481,16282,515,5882,452,9581,552,24829,1511,28988,2531,44259,4919,17847,2393,37866,1625,39553,2103,N,N,31560,2589,30.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10459,10459,ZCTA5 10459,15427,354,10784,368,3279,271,4643,397,23400,1766,26918,1520,43443,3233,12190,1027,36133,2217,38651,2697,N,N,23603,2739,31.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10460,10460,ZCTA5 10460,19534,408,13553,495,3903,400,5981,515,23289,1572,26034,1563,40882,5190,14004,1159,34899,1797,36116,2032,54601,5344,26367,3015,37.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10461,10461,ZCTA5 10461,19506,389,12140,484,7756,461,7366,477,52230,2447,64428,4860,83971,7635,35189,4431,69608,3187,80348,4236,N,N,47810,3463,50.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10462,10462,ZCTA5 10462,28928,463,17412,663,8758,561,11516,601,45234,1664,49470,2582,66735,4099,35440,4502,55313,1737,62669,2631,79148,4303,40854,2334,41.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10463,10463,ZCTA5 10463,27725,491,16670,559,9103,464,11055,531,55354,2789,63201,3163,92750,6179,40298,2966,77506,3087,89718,4748,120827,7188,56052,4183,28.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10464,10464,ZCTA5 10464,2141,160,1117,196,817,190,1024,190,75696,9696,107844,15600,120189,13250,44659,28915,90265,11811,114898,16019,N,N,60474,14146,30.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10465,10465,ZCTA5 10465,15956,393,10865,512,6724,468,5091,430,68831,5042,84183,5735,102761,5493,39703,5826,82114,3615,94989,4536,N,N,49089,4220,41.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10466,10466,ZCTA5 10466,22615,367,16171,540,6661,375,6444,498,42587,2054,51087,2163,77100,3870,21655,3973,55669,1900,62951,2334,85835,4449,33048,2606,32,(X),(X),(X),(X),(X),(X),(X)
8600000US10467,10467,ZCTA5 10467,34861,489,22774,662,9214,590,12087,634,35852,1605,38797,2284,53639,3165,22143,3187,47788,1598,51897,2292,67928,5082,34805,2780,41.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10468,10468,ZCTA5 10468,24195,456,16287,521,6256,532,7908,466,33585,2244,35197,2182,49241,4251,25651,4381,43225,1739,45150,2500,59841,5223,33954,2249,41.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10469,10469,ZCTA5 10469,21837,485,16391,526,8638,477,5446,447,57680,3090,64020,4478,83939,3442,29630,3851,69954,2374,77575,2553,97771,4188,40827,4091,51.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10470,10470,ZCTA5 10470,5813,244,3279,230,1900,215,2534,235,58330,5083,70424,13030,90795,7220,46594,7547,70004,3995,82000,6905,N,N,51861,4994,44.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10471,10471,ZCTA5 10471,8848,393,4508,405,3248,330,4340,386,73684,6950,97429,12112,119100,13723,53727,4532,100733,8206,131858,12569,N,N,66047,6022,24.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10472,10472,ZCTA5 10472,21207,345,15066,547,5985,493,6141,458,30541,2093,34331,2329,50585,4095,15565,1995,43989,1914,47410,2181,63956,4182,26869,2389,40.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10473,10473,ZCTA5 10473,20427,326,14533,454,5175,447,5894,417,36729,2199,42843,3763,70604,5897,21786,2709,53120,2336,58139,2932,N,N,33243,2934,37.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10474,10474,ZCTA5 10474,3588,139,2580,175,977,180,1008,156,26460,3681,30306,2600,40262,3829,13288,3323,34096,3474,36439,3418,N,N,22977,4862,28.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10475,10475,ZCTA5 10475,18255,429,10321,788,5283,675,7934,804,45886,5809,59973,7553,83616,12579,33351,2968,59944,4714,75528,6885,N,N,38096,3013,38.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10501,10501,ZCTA5 10501,342,59,304,62,254,62,38,26,141500,37683,124500,38256,142917,44642,172500,149403,173586,38116,171630,40661,N,N,178555,90857,23.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10502,10502,ZCTA5 10502,1817,131,1440,103,1320,99,377,106,142679,28292,165294,11471,170893,11603,41375,29608,176702,18328,198900,19606,N,N,91143,36704,33.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10503,10503,ZCTA5 10503,81,29,66,33,66,33,15,23,139911,211262,223846,95293,223846,95293,-,**,154375,55579,183680,55548,N,N,N,N,14.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10504,10504,ZCTA5 10504,2450,110,2087,111,1875,124,363,107,200000,42060,231528,39278,"250,000+",***,53239,9980,355738,55114,393743,63776,N,N,116653,53533,29.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10505,10505,ZCTA5 10505,212,59,178,50,168,48,34,28,178333,74072,188542,41467,183750,42043,-,**,193760,50804,225359,56752,N,N,N,N,31.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10506,10506,ZCTA5 10506,1824,149,1541,122,1394,129,283,95,185372,26524,205313,27274,211413,15346,57548,16287,264879,38156,299882,44049,N,N,72621,17066,27.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10507,10507,ZCTA5 10507,1936,187,1424,164,1005,174,512,168,70684,9222,90987,29746,117829,33707,32803,25063,142673,41230,167606,53563,N,N,71868,34178,22.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10509,10509,ZCTA5 10509,6702,247,5080,283,4105,270,1622,186,90959,7938,109533,8498,122780,7453,40132,13643,117288,7544,131187,9771,N,N,61649,8908,36,(X),(X),(X),(X),(X),(X),(X)
8600000US10510,10510,ZCTA5 10510,3369,208,2590,160,2373,169,779,169,153613,13542,201176,25046,223266,24102,45972,11705,216927,16959,257769,20536,N,N,77481,19877,34.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10511,10511,ZCTA5 10511,881,51,636,54,513,61,245,55,93977,10447,99875,8399,111250,26482,63750,27944,141286,36046,159278,50120,N,N,87035,24691,20.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10512,10512,ZCTA5 10512,9060,318,6809,344,5713,340,2251,344,92067,7179,107446,7033,111894,5509,36238,5586,111839,7310,129381,9102,N,N,55058,6860,36.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10514,10514,ZCTA5 10514,4098,185,3517,176,3248,186,581,139,207733,11414,241620,38408,"250,000+",***,100089,22535,304258,28850,330741,32240,N,N,133904,47535,25.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10516,10516,ZCTA5 10516,2205,150,1413,111,1163,106,792,125,84966,6422,120451,20052,123934,8100,51100,12049,112768,13525,140498,19661,N,N,62907,7874,28.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10517,10517,ZCTA5 10517,212,55,194,56,180,53,18,17,91481,7619,92315,11611,92407,14220,-,**,109387,20800,114795,19410,N,N,N,N,33.5,(X),(X),(X),(X),(X),(X),(X)
