GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43
8600000US10026,10026,ZCTA5 10026,38310,1530,17813,1071,20497,1054,34.2,1.2,32.9,2.7,35.1,2.3,86.9,6.8,(X),(X),(X),(X),43.1,3.8,(X),(X),(X),(X),13.5,1.8,(X),(X),(X),(X),29.6,3.4,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
8600000US10027,10027,ZCTA5 10027,64413,2315,29880,1415,34533,1640,30.2,0.9,29.4,1.2,31.2,1.5,86.5,5.4,(X),(X),(X),(X),39.4,2.4,(X),(X),(X),(X),12.6,1.4,(X),(X),(X),(X),26.7,2.2,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
8600000US10028,10028,ZCTA5 10028,46883,2212,20496,1213,26387,1649,39.6,1.4,40.4,1.4,38.9,2.3,77.7,6.1,(X),(X),(X),(X),49.6,4,(X),(X),(X),(X),27.7,3.1,(X),(X),(X),(X),21.9,2.2,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.6,(X),(X),(X),(X),(X)
8600000US10029,10029,ZCTA5 10029,79251,2282,36364,1835,42887,1436,33.3,1,30.5,0.6,36.2,1.4,84.8,5.2,(X),(X),(X),(X),49.3,2.7,(X),(X),(X),(X),18.6,1.4,(X),(X),(X),(X),30.7,2.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.9,(X),(X),(X),(X),(X)
8600000US10030,10030,ZCTA5 10030,29209,1670,13733,1056,15476,961,34.1,1.2,33,2.4,35.1,1.9,88.7,7.1,(X),(X),(X),(X),40.3,4.2,(X),(X),(X),(X),13.4,2,(X),(X),(X),(X),26.9,3.4,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10031,10031,ZCTA5 10031,59244,2287,28658,1498,30586,1559,33.8,1,32,0.8,35.9,2.3,93.7,6.4,(X),(X),(X),(X),38.4,2.6,(X),(X),(X),(X),15.2,1.3,(X),(X),(X),(X),23.2,2.3,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
8600000US10032,10032,ZCTA5 10032,62685,2379,30864,1841,31821,1414,34.2,1.2,32.6,1.2,35.8,1.8,97,7,(X),(X),(X),(X),40.5,3.4,(X),(X),(X),(X),16.6,1.7,(X),(X),(X),(X),23.9,2.4,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10033,10033,ZCTA5 10033,59844,2544,30776,1927,29068,1250,35.8,1,34.3,1.6,38.3,1.8,105.9,7,(X),(X),(X),(X),41.2,2.8,(X),(X),(X),(X),16.7,1.4,(X),(X),(X),(X),24.5,2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1,(X),(X),(X),(X),(X)
8600000US10034,10034,ZCTA5 10034,43405,1656,20963,1205,22442,1052,35.5,1.1,34.5,2.1,36.4,1.6,93.4,6.7,(X),(X),(X),(X),44.7,3.6,(X),(X),(X),(X),15.9,1.6,(X),(X),(X),(X),28.8,2.9,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
8600000US10035,10035,ZCTA5 10035,33920,1574,16807,1062,17113,881,35.2,1.3,34,1.8,37.3,1.9,98.2,6.7,(X),(X),(X),(X),45.4,4,(X),(X),(X),(X),16.5,1.9,(X),(X),(X),(X),28.9,3.6,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
8600000US10036,10036,ZCTA5 10036,25799,1397,14778,1187,11021,820,37,2,38.6,2.2,34.5,1.8,134.1,15.3,(X),(X),(X),(X),18.7,2.1,(X),(X),(X),(X),12.1,1.7,(X),(X),(X),(X),6.7,1.2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.8,(X),(X),(X),(X),(X)
8600000US10037,10037,ZCTA5 10037,18777,1107,8360,814,10417,718,36.1,2,32.6,2.4,39.6,3.7,80.3,9.4,(X),(X),(X),(X),59.3,6.9,(X),(X),(X),(X),23.8,3.2,(X),(X),(X),(X),35.4,5.5,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
8600000US10038,10038,ZCTA5 10038,21464,1202,10024,835,11440,718,33.6,1.7,31.8,1.8,35.7,2.3,87.6,8.3,(X),(X),(X),(X),34.6,4.1,(X),(X),(X),(X),19.3,2.6,(X),(X),(X),(X),15.4,3.6,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
8600000US10039,10039,ZCTA5 10039,26697,1328,12155,849,14542,953,32.4,1.9,29.6,2.3,34.6,1.7,83.6,7.7,(X),(X),(X),(X),51.7,4.8,(X),(X),(X),(X),14.2,2.1,(X),(X),(X),(X),37.6,4.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
8600000US10040,10040,ZCTA5 10040,44378,2027,20592,1290,23786,1209,37.8,1.4,35.4,2.7,39.6,2,86.6,5.8,(X),(X),(X),(X),43.6,3.8,(X),(X),(X),(X),20.3,2.2,(X),(X),(X),(X),23.4,2.7,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
8600000US10044,10044,ZCTA5 10044,11783,1050,5606,685,6177,557,40.9,3.5,40.7,3.3,41.1,6.5,90.8,10.7,(X),(X),(X),(X),43.5,6,(X),(X),(X),(X),26.8,5.5,(X),(X),(X),(X),16.7,2.7,(X),(X),(X),(X),0.5,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
8600000US10065,10065,ZCTA5 10065,30237,1516,13284,984,16953,939,38.7,1.5,38.4,1.8,39.2,2.2,78.4,6.3,(X),(X),(X),(X),51.1,4,(X),(X),(X),(X),31,3.2,(X),(X),(X),(X),20.1,2.9,(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
8600000US10069,10069,ZCTA5 10069,5526,963,2630,538,2896,578,34.6,2.2,35.3,3.3,34,2.2,90.8,19.2,(X),(X),(X),(X),30.7,10.1,(X),(X),(X),(X),6.9,3.5,(X),(X),(X),(X),23.8,9.3,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X)
8600000US10075,10075,ZCTA5 10075,25756,2183,10707,1159,15049,1479,44.1,4.6,47.3,6.7,43,4.2,71.1,8.4,(X),(X),(X),(X),53.9,6.8,(X),(X),(X),(X),34.8,5.8,(X),(X),(X),(X),19.1,4.6,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X)
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10128,10128,ZCTA5 10128,61927,2082,26772,1329,35155,1514,39.1,1.7,40,2.1,38.5,2,76.2,4.8,(X),(X),(X),(X),48.1,3.4,(X),(X),(X),(X),25.1,2.2,(X),(X),(X),(X),23.1,2.3,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10162,10162,ZCTA5 10162,1289,524,697,326,592,358,44.4,11.9,45.7,11.2,33.8,23,117.7,83.2,(X),(X),(X),(X),79.3,46.6,(X),(X),(X),(X),31.6,35.6,(X),(X),(X),(X),47.7,28.2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0,(X),(X),(X),(X),(X)
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10280,10280,ZCTA5 10280,9552,914,4610,631,4942,692,37.2,1.7,37.5,1.4,36.8,3.1,93.3,19.2,(X),(X),(X),(X),36.4,7.2,(X),(X),(X),(X),10.4,3.1,(X),(X),(X),(X),26,6.4,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),3.7,(X),(X),(X),(X),(X)
8600000US10282,10282,ZCTA5 10282,5730,855,3014,607,2716,387,33,1.5,31.4,2.3,34.2,1.8,111,20.9,(X),(X),(X),(X),56.1,11,(X),(X),(X),(X),7.7,3.4,(X),(X),(X),(X),48.4,10.2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.6,(X),(X),(X),(X),(X)
8600000US10301,10301,ZCTA5 10301,39209,1636,19590,969,19619,965,35.8,1.3,33,2,38,1.9,99.9,5.2,(X),(X),(X),(X),56.8,3.6,(X),(X),(X),(X),19.4,1.7,(X),(X),(X),(X),37.4,3.3,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.4,(X),(X),(X),(X),(X)
8600000US10302,10302,ZCTA5 10302,18286,1097,9163,708,9123,632,32.9,1.6,31.8,2.4,33.7,2.3,100.4,8.5,(X),(X),(X),(X),55.2,5.7,(X),(X),(X),(X),14.7,2.2,(X),(X),(X),(X),40.5,5,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.8,(X),(X),(X),(X),(X)
8600000US10303,10303,ZCTA5 10303,23933,1209,11337,688,12596,767,32.9,2.3,30.4,1.2,35.1,2.7,90,6.2,(X),(X),(X),(X),55.8,3.4,(X),(X),(X),(X),14,1.8,(X),(X),(X),(X),41.8,3.3,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.4,(X),(X),(X),(X),(X)
8600000US10304,10304,ZCTA5 10304,42244,1691,19711,1006,22533,979,35.6,1.6,33.2,2.3,38.3,1.6,87.5,4.4,(X),(X),(X),(X),62.1,4.3,(X),(X),(X),(X),20.8,2.1,(X),(X),(X),(X),41.3,3.5,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),4,(X),(X),(X),(X),(X)
8600000US10305,10305,ZCTA5 10305,41795,1306,20116,735,21679,885,39.5,1.2,38.9,1.4,39.9,1.5,92.8,4.3,(X),(X),(X),(X),56.1,3.4,(X),(X),(X),(X),22.7,2,(X),(X),(X),(X),33.4,2.4,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),2.4,(X),(X),(X),(X),(X)
8600000US10306,10306,ZCTA5 10306,54939,1686,26349,974,28590,1000,41.9,1,40.8,1.3,43.2,1.3,92.2,3.5,(X),(X),(X),(X),56.7,2.6,(X),(X),(X),(X),25,1.4,(X),(X),(X),(X),31.8,2.3,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
8600000US10307,10307,ZCTA5 10307,15098,854,7091,507,8007,553,38.6,1.5,39.5,0.8,37.4,2.4,88.6,7.4,(X),(X),(X),(X),57.8,5.3,(X),(X),(X),(X),18.4,3.2,(X),(X),(X),(X),39.4,4.9,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.7,(X),(X),(X),(X),(X)
