GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43
8600000US10016,10016,ZCTA5 10016,50444,2138,22875,1292,27569,1773,33.3,0.9,34.7,1.9,32.2,1,83,7.3,(X),(X),(X),(X),30.3,3.4,(X),(X),(X),(X),18.4,2.3,(X),(X),(X),(X),11.8,3,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.9,(X),(X),(X),(X),(X)
8600000US10017,10017,ZCTA5 10017,16533,1281,7906,1043,8627,733,37.7,2.1,36.4,4.5,37.9,3.6,91.6,14.3,(X),(X),(X),(X),33.9,5.4,(X),(X),(X),(X),24.3,4.9,(X),(X),(X),(X),9.6,2.5,(X),(X),(X),(X),0.4,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
8600000US10018,10018,ZCTA5 10018,9684,664,4818,541,4866,432,31.2,1.2,32.8,2.2,30.3,0.9,99,14.9,(X),(X),(X),(X),11.5,2.2,(X),(X),(X),(X),3.4,1.4,(X),(X),(X),(X),8.1,1.8,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),2.6,(X),(X),(X),(X),(X)
8600000US10019,10019,ZCTA5 10019,39505,1902,20169,1333,19336,1155,39.2,1.4,39.5,1.3,38.7,2.4,104.3,8.5,(X),(X),(X),(X),29,2.9,(X),(X),(X),(X),19.9,1.8,(X),(X),(X),(X),9.1,2.1,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10020,10020,ZCTA5 10020,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10021,10021,ZCTA5 10021,45261,2254,20172,1500,25089,1473,38.4,2.1,36.8,1.4,40.5,1.8,80.4,7.1,(X),(X),(X),(X),59.5,6.1,(X),(X),(X),(X),33.2,4.2,(X),(X),(X),(X),26.3,4.1,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
8600000US10022,10022,ZCTA5 10022,30262,1518,13512,1005,16750,985,45.9,2.7,45.6,3.4,46.2,3.1,80.7,7,(X),(X),(X),(X),57.3,5.4,(X),(X),(X),(X),43.8,4.8,(X),(X),(X),(X),13.5,3.1,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.4,(X),(X),(X),(X),(X)
8600000US10023,10023,ZCTA5 10023,60307,2076,27235,1289,33072,1480,42.5,1.3,42.5,1.4,42.5,1.6,82.4,5.1,(X),(X),(X),(X),50.3,3.6,(X),(X),(X),(X),30.1,3,(X),(X),(X),(X),20.2,1.6,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10024,10024,ZCTA5 10024,58516,2518,26910,1522,31606,1447,43,0.9,42.2,1.5,43.6,1.4,85.1,4.7,(X),(X),(X),(X),52,3.3,(X),(X),(X),(X),27.5,2.3,(X),(X),(X),(X),24.6,2.6,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
8600000US10025,10025,ZCTA5 10025,94717,3033,41847,1688,52870,2156,40.6,1.1,41.7,1.4,40,1.4,79.2,4,(X),(X),(X),(X),49.1,2.7,(X),(X),(X),(X),26.1,1.9,(X),(X),(X),(X),23,1.6,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
8600000US10026,10026,ZCTA5 10026,38540,1563,18170,936,20370,1193,34.4,0.9,34.2,1.8,34.6,1.2,89.2,6.8,(X),(X),(X),(X),42.4,3.9,(X),(X),(X),(X),13.2,1.5,(X),(X),(X),(X),29.2,3.6,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
8600000US10027,10027,ZCTA5 10027,64120,2111,29881,1456,34239,1340,30.6,0.9,30,1.2,31.2,1.3,87.3,5.1,(X),(X),(X),(X),38.3,2.9,(X),(X),(X),(X),13,1.4,(X),(X),(X),(X),25.3,2.4,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.6,(X),(X),(X),(X),(X)
8600000US10028,10028,ZCTA5 10028,48205,2498,21243,1466,26962,1728,39.6,1.4,39.7,1.8,39.5,2.1,78.8,6.6,(X),(X),(X),(X),48.8,3.9,(X),(X),(X),(X),27.5,2.6,(X),(X),(X),(X),21.3,2.5,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
8600000US10029,10029,ZCTA5 10029,79411,2268,36291,1548,43120,1445,33.6,1.2,30.7,0.7,36.9,1.7,84.2,4.2,(X),(X),(X),(X),49.7,2.6,(X),(X),(X),(X),18.9,1.4,(X),(X),(X),(X),30.9,2.1,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
8600000US10030,10030,ZCTA5 10030,30358,1743,14530,1079,15828,1077,34.1,1.1,32.8,1.9,35.3,1.7,91.8,7.7,(X),(X),(X),(X),39.9,3.5,(X),(X),(X),(X),12.5,1.7,(X),(X),(X),(X),27.4,3.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.6,(X),(X),(X),(X),(X)
8600000US10031,10031,ZCTA5 10031,60778,2207,30159,1471,30619,1469,34.4,0.9,32.3,0.9,36.9,2,98.5,6.3,(X),(X),(X),(X),37.4,2.6,(X),(X),(X),(X),14.9,1.4,(X),(X),(X),(X),22.5,2.1,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
8600000US10032,10032,ZCTA5 10032,63189,2242,31865,1608,31324,1538,34.2,1.1,32.9,1,35.6,1.2,101.7,7.1,(X),(X),(X),(X),38.2,3.2,(X),(X),(X),(X),15.9,1.7,(X),(X),(X),(X),22.2,2.7,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
8600000US10033,10033,ZCTA5 10033,59353,2098,30037,1601,29316,1339,35.4,1.1,34,1.7,37.2,1.6,102.5,7.2,(X),(X),(X),(X),44.1,2.7,(X),(X),(X),(X),18.3,1.6,(X),(X),(X),(X),25.8,2.4,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
8600000US10034,10034,ZCTA5 10034,43951,1444,21183,1196,22768,1039,35.7,1.2,35.2,1.7,36.4,1.6,93,7.3,(X),(X),(X),(X),46.6,3.4,(X),(X),(X),(X),17.5,1.6,(X),(X),(X),(X),29.1,2.8,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10035,10035,ZCTA5 10035,34187,1557,16948,1105,17239,941,35.9,1.3,34.5,1.4,37.7,1.6,98.3,7.7,(X),(X),(X),(X),45.4,3.4,(X),(X),(X),(X),17.5,2,(X),(X),(X),(X),27.9,3.1,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),1.9,(X),(X),(X),(X),(X)
8600000US10036,10036,ZCTA5 10036,25987,1305,14628,1110,11359,721,36.6,1.8,39.1,2.2,34,1.6,128.8,12.9,(X),(X),(X),(X),18.9,2.4,(X),(X),(X),(X),11.6,1.6,(X),(X),(X),(X),7.3,1.7,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.6,(X),(X),(X),(X),(X)
8600000US10037,10037,ZCTA5 10037,20112,1117,8762,697,11350,768,34.9,2.2,31.6,1.9,38.7,2.6,77.2,7.4,(X),(X),(X),(X),58.4,6.8,(X),(X),(X),(X),21.6,3.4,(X),(X),(X),(X),36.8,5.4,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
8600000US10038,10038,ZCTA5 10038,22300,1299,10409,834,11891,932,34.6,1.5,33.2,2,35.9,1.5,87.5,9.5,(X),(X),(X),(X),33.3,3.5,(X),(X),(X),(X),18.8,2.4,(X),(X),(X),(X),14.5,2.8,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
8600000US10039,10039,ZCTA5 10039,27471,1471,12245,952,15226,972,32.3,1.8,29.4,2.1,34.3,1.6,80.4,7.3,(X),(X),(X),(X),52.9,5.3,(X),(X),(X),(X),14.1,2.2,(X),(X),(X),(X),38.8,4.5,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.9,(X),(X),(X),(X),(X)
8600000US10040,10040,ZCTA5 10040,45033,1900,21010,1189,24023,1135,37.7,1.1,35.5,2.4,39.1,1.7,87.5,5.3,(X),(X),(X),(X),45.8,3.6,(X),(X),(X),(X),21,2,(X),(X),(X),(X),24.8,2.7,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
8600000US10044,10044,ZCTA5 10044,11731,784,5408,576,6323,537,39.5,4.3,40.3,4.1,38.4,5.9,85.5,11.7,(X),(X),(X),(X),43.2,7.2,(X),(X),(X),(X),25.3,5.9,(X),(X),(X),(X),18,3.7,(X),(X),(X),(X),0.4,(X),(X),(X),(X),(X),1.8,(X),(X),(X),(X),(X)
8600000US10065,10065,ZCTA5 10065,30001,1675,13134,898,16867,1132,39.5,1.7,38.6,1.7,40.6,2.4,77.9,6,(X),(X),(X),(X),51.9,4.3,(X),(X),(X),(X),31.3,3,(X),(X),(X),(X),20.6,2.9,(X),(X),(X),(X),0.6,(X),(X),(X),(X),(X),2,(X),(X),(X),(X),(X)
8600000US10069,10069,ZCTA5 10069,5231,923,2573,538,2658,502,34.1,3.1,36.1,3.3,33.4,1.9,96.8,17.7,(X),(X),(X),(X),33.8,10.4,(X),(X),(X),(X),6.1,2.9,(X),(X),(X),(X),27.6,9.4,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X)
8600000US10075,10075,ZCTA5 10075,23353,1929,10155,1148,13198,1279,46.3,4.6,48.3,5.9,44.4,4.9,76.9,9.9,(X),(X),(X),(X),59.8,8,(X),(X),(X),(X),39.9,6.4,(X),(X),(X),(X),20,5.2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0.4,(X),(X),(X),(X),(X)
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10128,10128,ZCTA5 10128,63006,1978,26811,1343,36195,1402,38.9,1.6,41,1.7,37.7,1.9,74.1,4.6,(X),(X),(X),(X),47,3.4,(X),(X),(X),(X),24.6,1.9,(X),(X),(X),(X),22.4,2.6,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10162,10162,ZCTA5 10162,1253,501,575,230,678,334,41.3,10.9,45.2,17.6,37.5,14.3,84.8,38.6,(X),(X),(X),(X),103.4,58.1,(X),(X),(X),(X),53.9,53.7,(X),(X),(X),(X),49.5,24.5,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),0,(X),(X),(X),(X),(X)
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10280,10280,ZCTA5 10280,9845,920,4921,544,4924,600,37.5,0.9,37.8,1.3,37.2,2.2,99.9,13.9,(X),(X),(X),(X),40.1,6.1,(X),(X),(X),(X),10.3,2.4,(X),(X),(X),(X),29.8,5.7,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),4.3,(X),(X),(X),(X),(X)
8600000US10282,10282,ZCTA5 10282,5635,616,2908,383,2727,316,34.5,1.4,32.9,3.1,35.6,2.1,106.6,12.7,(X),(X),(X),(X),50.2,9,(X),(X),(X),(X),7.6,3.3,(X),(X),(X),(X),42.6,8,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.3,(X),(X),(X),(X),(X)
8600000US10301,10301,ZCTA5 10301,39519,1400,19494,919,20025,832,36.9,1.4,36.1,1.7,38,1.5,97.3,5.2,(X),(X),(X),(X),57.5,3.9,(X),(X),(X),(X),19.9,1.5,(X),(X),(X),(X),37.6,3.5,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.7,(X),(X),(X),(X),(X)
8600000US10302,10302,ZCTA5 10302,17758,1028,9134,656,8624,544,33.6,2.2,31.6,1.8,35.5,2.5,105.9,7.4,(X),(X),(X),(X),52.6,4.8,(X),(X),(X),(X),16.5,2.5,(X),(X),(X),(X),36,4,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.5,(X),(X),(X),(X),(X)
8600000US10303,10303,ZCTA5 10303,24562,1103,11594,664,12968,722,32.5,1.7,31.1,1.3,33.8,2.1,89.4,6.1,(X),(X),(X),(X),55.8,3.7,(X),(X),(X),(X),14.5,1.8,(X),(X),(X),(X),41.3,3.4,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
8600000US10304,10304,ZCTA5 10304,42054,1611,19935,1077,22119,1053,36.5,1.5,33.5,2,38.6,2.3,90.1,6,(X),(X),(X),(X),61.9,3.8,(X),(X),(X),(X),22.9,2.3,(X),(X),(X),(X),39,3.4,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),3.9,(X),(X),(X),(X),(X)
8600000US10305,10305,ZCTA5 10305,41533,1522,19853,888,21680,884,39.6,1.2,38.8,1.2,40.2,1.3,91.6,4,(X),(X),(X),(X),53.8,3.4,(X),(X),(X),(X),21.8,1.9,(X),(X),(X),(X),32,2.5,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.9,(X),(X),(X),(X),(X)
8600000US10306,10306,ZCTA5 10306,55031,1841,26019,1001,29012,1160,42.3,1,41,1.2,43.7,1.1,89.7,3.7,(X),(X),(X),(X),60.3,2.9,(X),(X),(X),(X),27.7,1.8,(X),(X),(X),(X),32.7,2.2,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.5,(X),(X),(X),(X),(X)
