GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,Actual_Mean_Income,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16
8600000US11691,11691,ZCTA5 11691,16358,1013,7902,689,8456,724,(X),(X),42958,5633,38375,2302,50504,2925,54356,3778,46905,4485
8600000US11692,11692,ZCTA5 11692,5344,482,2575,300,2769,330,(X),(X),42469,6750,40802,3149,54034,4039,59062,7416,49358,3684
8600000US11693,11693,ZCTA5 11693,3783,410,2089,291,1694,262,(X),(X),59740,8924,60000,11938,64289,4810,66241,6023,61881,6116
8600000US11694,11694,ZCTA5 11694,6986,508,3881,363,3105,305,(X),(X),71010,7262,62139,12849,81213,5886,88133,8297,72564,6413
8600000US11697,11697,ZCTA5 11697,1187,190,708,140,479,92,(X),(X),101806,6602,74531,23259,100041,12211,110716,18469,84264,14586
8600000US11701,11701,ZCTA5 11701,10200,989,5426,618,4774,524,(X),(X),50610,6717,40833,3915,56427,3680,62150,4929,49923,3841
8600000US11702,11702,ZCTA5 11702,5143,355,2912,238,2231,231,(X),(X),81568,4627,61575,6862,94165,7904,107674,13211,76532,8288
8600000US11703,11703,ZCTA5 11703,6056,425,3235,311,2821,299,(X),(X),67083,6602,54107,4074,71262,4458,78001,6594,63535,4533
8600000US11704,11704,ZCTA5 11704,14458,624,8062,452,6396,418,(X),(X),56311,3955,50359,3851,63172,2608,67457,3508,57772,3427
8600000US11705,11705,ZCTA5 11705,2623,192,1573,164,1050,134,(X),(X),79453,12935,64015,8656,89366,6834,100509,10841,72671,6814
8600000US11706,11706,ZCTA5 11706,23664,1281,12857,923,10807,744,(X),(X),46362,3550,40570,1693,57032,2747,63197,4409,49697,2694
8600000US11709,11709,ZCTA5 11709,2237,167,1418,164,819,118,(X),(X),79183,11526,57813,8512,100125,14877,120323,24447,65153,6061
8600000US11710,11710,ZCTA5 11710,12054,666,6895,436,5159,417,(X),(X),81022,4118,63259,6040,90099,5153,101108,7204,75385,5371
8600000US11713,11713,ZCTA5 11713,2581,297,1562,189,1019,168,(X),(X),54660,6154,59375,10445,70908,6370,73829,9270,66430,6355
8600000US11714,11714,ZCTA5 11714,7420,539,4421,347,2999,339,(X),(X),81023,6101,57613,4233,79691,4281,87872,4713,67632,6465
8600000US11715,11715,ZCTA5 11715,1784,190,873,136,911,176,(X),(X),74780,20548,49821,6956,75860,8800,90373,10643,61953,10360
8600000US11716,11716,ZCTA5 11716,3734,352,2082,257,1652,205,(X),(X),60620,7119,47008,10444,69890,6761,75596,11414,62699,7223
8600000US11717,11717,ZCTA5 11717,22356,1026,13244,902,9112,590,(X),(X),36951,1393,32338,1732,42655,1616,45141,2103,39041,2011
8600000US11718,11718,ZCTA5 11718,1150,110,607,68,543,82,(X),(X),91518,15977,63819,20628,104061,12563,118242,12305,88208,22206
8600000US11719,11719,ZCTA5 11719,1175,264,638,186,537,125,(X),(X),51250,21946,55574,9511,80045,23151,82346,35550,77312,20078
8600000US11720,11720,ZCTA5 11720,10668,497,6213,338,4455,311,(X),(X),68010,4969,50398,2409,70737,3413,79894,4642,57966,3351
8600000US11721,11721,ZCTA5 11721,2129,233,1222,150,907,148,(X),(X),102788,17744,70032,6899,120931,12537,151876,19909,79237,8522
8600000US11722,11722,ZCTA5 11722,12561,776,7207,578,5354,424,(X),(X),41489,1408,40000,4766,48272,2481,49550,3143,46552,2957
8600000US11724,11724,ZCTA5 11724,1167,195,747,112,420,128,(X),(X),147404,68140,73795,3487,180383,35492,222529,43197,105425,27091
8600000US11725,11725,ZCTA5 11725,10203,461,6176,290,4027,253,(X),(X),88328,5184,67871,5442,94490,5062,104542,6773,79075,6655
8600000US11726,11726,ZCTA5 11726,6972,687,3966,422,3006,475,(X),(X),41226,1529,38737,5073,51084,3567,55782,5057,44885,4030
8600000US11727,11727,ZCTA5 11727,10644,770,5959,588,4685,540,(X),(X),62436,5435,50396,3396,65009,3313,70566,4915,57941,3734
8600000US11729,11729,ZCTA5 11729,9532,461,5273,368,4259,386,(X),(X),64525,5421,47583,4908,68171,3845,77499,5818,56623,3949
8600000US11730,11730,ZCTA5 11730,4948,457,2950,274,1998,333,(X),(X),81887,9693,66852,8401,87782,8717,95577,13294,76271,6609
8600000US11731,11731,ZCTA5 11731,10058,541,6194,405,3864,321,(X),(X),80223,5009,52208,5488,86244,4472,98569,6853,66487,4610
8600000US11732,11732,ZCTA5 11732,1352,199,738,118,614,129,(X),(X),120469,25480,85417,16977,131325,19186,145406,23604,114401,27287
8600000US11733,11733,ZCTA5 11733,5937,352,3532,246,2405,231,(X),(X),104401,5561,69315,7042,118979,8078,143152,11640,83480,6125
8600000US11735,11735,ZCTA5 11735,12257,584,7255,439,5002,354,(X),(X),70409,5606,51811,1927,74099,3326,81058,4206,64007,4949
8600000US11738,11738,ZCTA5 11738,6307,531,3856,390,2451,326,(X),(X),63100,5913,46375,8957,69659,4247,75697,4988,60158,8844
8600000US11739,11739,ZCTA5 11739,342,93,232,64,110,41,(X),(X),104327,54774,95208,54542,131491,19863,143699,28386,105742,24779
8600000US11740,11740,ZCTA5 11740,3029,281,1765,181,1264,181,(X),(X),95820,15299,63000,7577,101838,9998,116814,13682,80927,11447
8600000US11741,11741,ZCTA5 11741,10805,668,6163,477,4642,342,(X),(X),64287,3559,53192,2599,73238,4149,80368,5379,63771,4297
8600000US11742,11742,ZCTA5 11742,5140,460,2951,311,2189,319,(X),(X),72159,10750,51764,2872,80268,7743,94358,13018,61274,5099
8600000US11743,11743,ZCTA5 11743,15041,762,8775,519,6266,443,(X),(X),91326,5109,69853,5163,119770,4812,143778,7659,86149,5705
8600000US11746,11746,ZCTA5 11746,23107,952,14185,771,8922,568,(X),(X),71330,4156,50867,1668,87954,3961,100889,6154,67388,4369
8600000US11747,11747,ZCTA5 11747,6127,498,3774,311,2353,356,(X),(X),120825,23044,67080,4132,139055,15713,175625,23345,80400,7083
8600000US11749,11749,ZCTA5 11749,1366,127,684,78,682,96,(X),(X),62143,7184,36295,4080,58103,4776,69039,8235,47136,5072
8600000US11751,11751,ZCTA5 11751,5297,480,2849,256,2448,365,(X),(X),74417,11499,53667,7463,78952,5774,91863,8252,63926,5979
8600000US11752,11752,ZCTA5 11752,3452,392,1960,263,1492,198,(X),(X),64083,9799,56042,3273,69943,4690,76108,7093,61845,5006
8600000US11753,11753,ZCTA5 11753,4306,409,2927,285,1379,228,(X),(X),117083,19829,75550,22396,149411,16733,178451,21841,87773,13347
8600000US11754,11754,ZCTA5 11754,6137,438,3557,297,2580,264,(X),(X),89181,9227,51188,5598,88825,7983,106024,12333,65114,5060
8600000US11755,11755,ZCTA5 11755,4334,301,2659,234,1675,199,(X),(X),73226,8392,54188,6359,86574,7403,99361,10528,66275,6256
8600000US11756,11756,ZCTA5 11756,16613,727,9514,515,7099,452,(X),(X),67010,3842,52237,3140,67938,2256,74676,3432,58907,2771
8600000US11757,11757,ZCTA5 11757,16083,715,9484,488,6599,452,(X),(X),61023,1794,45859,2198,62274,2498,70199,3688,50884,2257
8600000US11758,11758,ZCTA5 11758,19898,671,11671,498,8227,516,(X),(X),76156,3239,57141,3808,83885,2566,94160,3821,69310,2906
8600000US11762,11762,ZCTA5 11762,7986,408,4697,302,3289,230,(X),(X),79395,3125,63801,6079,85244,3358,94133,4981,72550,3662
8600000US11763,11763,ZCTA5 11763,9946,783,5365,563,4581,384,(X),(X),60776,4809,51481,3203,65181,4167,72286,7147,56860,4258
8600000US11764,11764,ZCTA5 11764,4391,396,2564,220,1827,307,(X),(X),83913,8742,64915,11914,93309,11688,106466,16573,74843,9071
8600000US11765,11765,ZCTA5 11765,254,51,174,35,80,25,(X),(X),143750,20780,89643,21475,269610,60737,328198,79264,142180,54923
8600000US11766,11766,ZCTA5 11766,3948,361,2363,260,1585,234,(X),(X),92723,8881,64639,11356,97793,8540,115688,12406,71114,6820
8600000US11767,11767,ZCTA5 11767,5491,489,3242,352,2249,291,(X),(X),84531,10761,60018,8606,87095,6868,95608,11000,74823,8462
8600000US11768,11768,ZCTA5 11768,7529,523,4326,322,3203,349,(X),(X),102788,3523,73921,9140,119873,8341,145333,12201,85486,8329
8600000US11769,11769,ZCTA5 11769,3036,310,1635,194,1401,203,(X),(X),79984,10824,62163,10268,81613,5191,93415,7905,67840,5765
8600000US11770,11770,ZCTA5 11770,23,9,15,7,8,5,(X),(X),108438,7201,118333,23338,115748,18014,112093,17893,122600,32282
8600000US11771,11771,ZCTA5 11771,3063,370,1873,265,1190,203,(X),(X),106490,9531,61961,11132,153086,23547,189579,34429,95647,21545
8600000US11772,11772,ZCTA5 11772,16833,843,9898,705,6935,518,(X),(X),53461,2675,45909,3468,61554,3118,66023,3802,55176,4720
8600000US11776,11776,ZCTA5 11776,8294,730,4543,441,3751,463,(X),(X),74248,4423,47732,7262,73663,3850,86606,6808,57987,4959
8600000US11777,11777,ZCTA5 11777,2734,214,1669,153,1065,158,(X),(X),101344,10033,74315,6963,112872,9891,129784,12957,86368,9698
8600000US11778,11778,ZCTA5 11778,4324,345,2180,249,2144,285,(X),(X),72233,6088,53608,6231,74550,6926,80887,5676,68105,11986
8600000US11779,11779,ZCTA5 11779,13554,676,8159,440,5395,435,(X),(X),63876,4996,51432,1918,66872,2821,73330,4207,57107,2385
8600000US11780,11780,ZCTA5 11780,5052,397,3009,272,2043,258,(X),(X),88750,9926,65071,14250,107273,8974,123068,11038,84008,12899
8600000US11782,11782,ZCTA5 11782,5459,352,3211,230,2248,242,(X),(X),83938,6186,61250,7044,90724,5458,105101,8052,70190,4692
8600000US11783,11783,ZCTA5 11783,7903,474,4722,330,3181,312,(X),(X),84938,4447,62852,2999,84473,3872,93726,6248,70738,5148
8600000US11784,11784,ZCTA5 11784,9288,653,5197,445,4091,398,(X),(X),55639,2820,47702,3797,59092,2532,64768,3977,51882,2324
8600000US11786,11786,ZCTA5 11786,2119,260,1296,218,823,154,(X),(X),81378,8395,66442,15464,82948,7511,89773,10524,72201,9178
8600000US11787,11787,ZCTA5 11787,12342,647,7173,450,5169,399,(X),(X),92602,7906,64861,6149,95012,4027,109376,6693,75078,4482
8600000US11788,11788,ZCTA5 11788,5512,363,3415,262,2097,218,(X),(X),83398,9677,55583,6103,83447,4805,94499,7083,65449,4595
8600000US11789,11789,ZCTA5 11789,2928,397,1731,236,1197,241,(X),(X),67616,10340,52147,12584,71264,8577,80850,13504,57402,6555
8600000US11790,11790,ZCTA5 11790,4650,352,2791,248,1859,217,(X),(X),100514,7929,74275,8380,99909,6396,112447,9391,81085,7974
8600000US11791,11791,ZCTA5 11791,8451,394,5454,279,2997,217,(X),(X),123187,6802,76979,5860,151773,8568,179008,11820,102210,8814
8600000US11792,11792,ZCTA5 11792,3024,430,1896,301,1128,239,(X),(X),81357,14351,52432,9979,86208,8799,98715,11577,65187,8302
8600000US11793,11793,ZCTA5 11793,11577,561,6992,391,4585,358,(X),(X),83614,5151,60980,5631,88845,4361,100324,5985,71339,4651
8600000US11794,11794,ZCTA5 11794,46,38,35,35,11,16,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US11795,11795,ZCTA5 11795,9209,489,5334,353,3875,324,(X),(X),79805,5826,57097,5348,81836,4667,92388,7111,67312,5287
8600000US11796,11796,ZCTA5 11796,1290,240,753,137,537,151,(X),(X),85795,10964,57896,7279,83729,6674,96152,9740,66309,8734
8600000US11797,11797,ZCTA5 11797,2745,236,1691,143,1054,164,(X),(X),163036,38393,92222,14740,177766,16696,209067,22151,127546,21753
8600000US11798,11798,ZCTA5 11798,4637,410,2535,260,2102,257,(X),(X),43802,10689,44881,5193,53246,3794,55754,6467,50221,3479
8600000US11801,11801,ZCTA5 11801,14696,877,8920,563,5776,627,(X),(X),63345,3121,50373,2695,71598,3309,78046,4554,61641,5139
8600000US11803,11803,ZCTA5 11803,9716,490,5794,290,3922,320,(X),(X),96938,6410,67262,3761,101199,4228,116618,5788,78422,4732
8600000US11804,11804,ZCTA5 11804,1677,219,990,139,687,130,(X),(X),102766,16554,63897,6887,104640,16537,130031,27773,68051,6625
8600000US11901,11901,ZCTA5 11901,8189,866,5114,491,3075,633,(X),(X),41733,3981,41711,4420,55297,4817,56984,5959,52493,8274
8600000US11930,11930,ZCTA5 11930,537,174,371,128,166,70,(X),(X),87396,34211,31944,12836,85535,18951,103150,24870,46165,11682
8600000US11931,11931,ZCTA5 11931,34,54,17,27,17,27,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US11932,11932,ZCTA5 11932,301,120,164,74,137,74,(X),(X),53333,15550,41518,17261,63589,11860,83544,24535,39701,7668
8600000US11933,11933,ZCTA5 11933,2426,501,1368,293,1058,261,(X),(X),65379,19685,45000,11770,75483,10875,92814,21366,53074,8581
8600000US11934,11934,ZCTA5 11934,2964,480,1647,276,1317,281,(X),(X),60373,8315,41730,9704,74173,11932,87443,20314,57577,6994
8600000US11935,11935,ZCTA5 11935,800,151,433,108,367,110,(X),(X),71806,40376,61629,19312,100372,24639,121588,45683,75340,12022
8600000US11937,11937,ZCTA5 11937,5095,453,2996,283,2099,348,(X),(X),56399,10305,51839,8966,105918,16747,120236,22217,85481,15611
8600000US11939,11939,ZCTA5 11939,240,72,110,43,130,46,(X),(X),46250,26715,93289,26852,86715,19393,64740,16876,105309,29369
8600000US11940,11940,ZCTA5 11940,2121,408,1110,266,1011,213,(X),(X),75962,19475,45025,9625,75523,9917,89431,15355,60254,9479
8600000US11941,11941,ZCTA5 11941,766,189,483,142,283,85,(X),(X),61250,35814,67386,11579,77020,17462,80727,23348,70692,12830
8600000US11942,11942,ZCTA5 11942,1457,215,730,133,727,155,(X),(X),88611,35518,62670,21492,90345,10684,97990,14193,82668,16121
8600000US11944,11944,ZCTA5 11944,1059,171,603,115,456,111,(X),(X),47656,13071,38587,18224,67451,10610,80493,18058,50206,9138
8600000US11946,11946,ZCTA5 11946,4960,488,3075,329,1885,282,(X),(X),51079,2762,45938,9217,67778,7592,75153,10498,55745,6861
8600000US11947,11947,ZCTA5 11947,14,23,0,11,14,23,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US11948,11948,ZCTA5 11948,205,108,155,82,50,47,(X),(X),80859,76810,-,**,103656,45584,125917,51271,34644,34665
8600000US11949,11949,ZCTA5 11949,5012,450,3069,318,1943,265,(X),(X),81982,5315,61288,6504,83598,5606,93479,7274,67992,5871
8600000US11950,11950,ZCTA5 11950,5132,526,2936,360,2196,304,(X),(X),60931,6614,36426,3276,58502,4077,65121,5535,49652,5722
8600000US11951,11951,ZCTA5 11951,4836,494,2719,339,2117,334,(X),(X),51467,2730,46960,8812,55756,4654,60093,6446,50186,6092
8600000US11952,11952,ZCTA5 11952,1731,337,881,193,850,235,(X),(X),52734,10955,39028,19162,68541,11566,76677,18387,60109,13826
8600000US11953,11953,ZCTA5 11953,4230,396,2363,282,1867,251,(X),(X),60680,9896,56250,8495,65459,3850,68209,5490,61978,4784
8600000US11954,11954,ZCTA5 11954,1160,270,606,157,554,198,(X),(X),78958,39678,40050,11122,66117,13266,85840,17719,44543,9118
8600000US11955,11955,ZCTA5 11955,1470,333,617,175,853,230,(X),(X),42225,11724,42278,7657,58286,10647,54276,12126,61187,17250
8600000US11956,11956,ZCTA5 11956,95,43,52,25,43,24,(X),(X),81786,44913,66875,12599,N,N,N,N,N,N
8600000US11957,11957,ZCTA5 11957,164,47,63,28,101,33,(X),(X),76406,8213,47356,22187,98318,25066,95562,48839,100037,34917
8600000US11958,11958,ZCTA5 11958,204,175,169,168,35,31,(X),(X),40987,22513,-,**,N,N,N,N,N,N
8600000US11959,11959,ZCTA5 11959,265,86,161,53,104,50,(X),(X),90865,32052,50833,45445,105052,26685,121741,40710,79216,27927
8600000US11960,11960,ZCTA5 11960,186,91,90,48,96,66,(X),(X),80357,36057,66447,46880,79606,22715,89334,36029,70486,28064
8600000US11961,11961,ZCTA5 11961,3569,354,2145,258,1424,209,(X),(X),59212,5446,60746,4844,75297,9038,79896,11546,68370,11679
8600000US11962,11962,ZCTA5 11962,109,75,88,72,21,17,(X),(X),"250,000+",***,-,**,261909,89155,257290,79285,281267,223426
8600000US11963,11963,ZCTA5 11963,2520,450,1383,300,1137,209,(X),(X),74625,11679,56550,13737,106216,15113,115696,15914,94684,23523
8600000US11964,11964,ZCTA5 11964,775,224,471,124,304,122,(X),(X),73977,61131,79219,15016,110249,31983,130675,55406,78603,18097
8600000US11965,11965,ZCTA5 11965,126,107,78,65,48,53,(X),(X),68289,15710,-,**,N,N,N,N,N,N
8600000US11967,11967,ZCTA5 11967,9428,766,5526,577,3902,377,(X),(X),51246,3798,41688,3099,58444,4647,63442,7314,51365,4062
8600000US11968,11968,ZCTA5 11968,3428,347,2014,247,1414,246,(X),(X),62589,10310,52323,5207,95156,11777,111314,17994,72142,8547
8600000US11970,11970,ZCTA5 11970,16,24,16,24,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US11971,11971,ZCTA5 11971,2131,274,1372,234,759,193,(X),(X),81744,18129,65190,22164,105736,28439,121802,42821,76695,15495
8600000US11972,11972,ZCTA5 11972,633,174,371,112,262,91,(X),(X),70605,27658,57125,12808,79191,18934,76962,18066,82346,39099
8600000US11973,11973,ZCTA5 11973,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US11975,11975,ZCTA5 11975,67,45,35,27,32,26,(X),(X),125208,61410,89167,66750,94866,26152,107817,42989,80700,33307
8600000US11976,11976,ZCTA5 11976,949,244,515,139,434,145,(X),(X),80313,38011,65167,16486,126385,31782,144416,47900,104988,33895
8600000US11977,11977,ZCTA5 11977,570,107,301,80,269,55,(X),(X),76417,15048,54375,27736,104105,24257,109641,27110,97909,28781
8600000US11978,11978,ZCTA5 11978,933,140,563,104,370,71,(X),(X),61726,15771,52500,5515,105476,16115,133009,26677,63582,6457
8600000US11980,11980,ZCTA5 11980,2020,259,1281,176,739,137,(X),(X),66283,9599,55899,2125,68975,3547,73223,5656,61611,3666
8600000US12007,12007,ZCTA5 12007,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US12008,12008,ZCTA5 12008,221,81,137,59,84,51,(X),(X),101042,39995,28571,20926,N,N,N,N,N,N
8600000US12009,12009,ZCTA5 12009,2763,259,1580,179,1183,147,(X),(X),70326,7684,51557,1950,76379,7701,87219,10354,61900,9602
8600000US12010,12010,ZCTA5 12010,8803,536,4870,353,3933,356,(X),(X),46075,2594,39605,3094,49162,1982,53804,2598,43413,2468
8600000US12015,12015,ZCTA5 12015,851,159,569,120,282,86,(X),(X),50838,3484,42841,4872,51485,3221,55357,4030,43671,4956
8600000US12017,12017,ZCTA5 12017,137,54,84,37,53,25,(X),(X),62500,11877,36103,3327,47856,7432,55433,11152,35847,4324
8600000US12018,12018,ZCTA5 12018,2981,427,1685,286,1296,202,(X),(X),51730,2289,51736,5458,63207,7549,68425,11831,56423,5716
8600000US12019,12019,ZCTA5 12019,4954,384,2945,241,2009,238,(X),(X),75438,3401,59481,5048,81859,4694,89814,6786,70197,5736
8600000US12020,12020,ZCTA5 12020,12520,654,7459,478,5061,388,(X),(X),58570,4902,46839,3079,63339,3249,69675,3980,54002,3266
8600000US12022,12022,ZCTA5 12022,246,93,115,50,131,55,(X),(X),44896,18849,56420,20447,57850,11496,54703,13915,60613,11341
8600000US12023,12023,ZCTA5 12023,724,130,455,78,269,76,(X),(X),52153,6708,38843,10699,56405,5673,57289,6632,54909,9888
8600000US12024,12024,ZCTA5 12024,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US12025,12025,ZCTA5 12025,2096,284,1174,186,922,171,(X),(X),48592,5661,40436,4103,56326,6112,62328,9690,48682,6763
8600000US12027,12027,ZCTA5 12027,1404,175,824,122,580,103,(X),(X),89722,20691,47315,11556,81028,7990,96366,11230,59238,6858
8600000US12028,12028,ZCTA5 12028,434,118,258,83,176,60,(X),(X),42500,5512,55385,8083,61270,12114,55743,8437,69372,22357
8600000US12029,12029,ZCTA5 12029,329,55,179,36,150,34,(X),(X),61719,12903,59500,5490,65828,7829,70351,11583,60429,9342
8600000US12031,12031,ZCTA5 12031,50,24,41,20,9,9,(X),(X),27188,23621,-,**,N,N,N,N,N,N
8600000US12032,12032,ZCTA5 12032,264,82,158,54,106,38,(X),(X),40000,11629,32143,12870,46888,8161,52813,11088,38055,8208
8600000US12033,12033,ZCTA5 12033,2681,333,1260,183,1421,220,(X),(X),60774,8315,49141,8569,64625,6975,75290,11859,55169,6195
8600000US12035,12035,ZCTA5 12035,170,79,80,40,90,41,(X),(X),50694,4204,48750,18528,47011,4617,49533,6037,44769,7904
8600000US12036,12036,ZCTA5 12036,74,38,53,36,21,16,(X),(X),39844,17320,26094,7237,40631,8911,48440,8718,20924,10114
8600000US12037,12037,ZCTA5 12037,1602,286,939,182,663,182,(X),(X),61417,14458,36116,4781,61023,7959,73840,11897,42870,5815
8600000US12040,12040,ZCTA5 12040,66,43,33,21,33,28,(X),(X),-,**,40804,38067,N,N,N,N,N,N
8600000US12041,12041,ZCTA5 12041,189,87,96,52,93,62,(X),(X),-,**,45324,26643,N,N,N,N,N,N
8600000US12042,12042,ZCTA5 12042,45,40,27,25,18,20,(X),(X),45781,30059,-,**,N,N,N,N,N,N
8600000US12043,12043,ZCTA5 12043,2166,227,1149,169,1017,170,(X),(X),42323,4301,40776,2534,50175,4797,52719,7403,47300,4153
8600000US12045,12045,ZCTA5 12045,123,68,56,44,67,55,(X),(X),29113,4185,40677,8923,N,N,N,N,N,N
8600000US12046,12046,ZCTA5 12046,318,106,217,93,101,48,(X),(X),80642,35058,56250,8102,69542,13827,74000,21223,59963,8944
8600000US12047,12047,ZCTA5 12047,7118,476,3722,334,3396,342,(X),(X),48359,4187,40300,3202,53506,3808,60316,6338,46042,3003
8600000US12051,12051,ZCTA5 12051,1371,212,867,126,504,144,(X),(X),47824,13294,52024,12911,69712,14251,68450,15056,71882,23354
8600000US12052,12052,ZCTA5 12052,614,106,393,78,221,55,(X),(X),47321,10522,46131,10049,54502,5374,56859,6386,50312,8104
8600000US12053,12053,ZCTA5 12053,1893,317,1072,225,821,178,(X),(X),54531,7857,46049,5640,56466,6017,64314,8432,46219,7384
8600000US12054,12054,ZCTA5 12054,6648,393,3721,308,2927,260,(X),(X),72199,8634,60948,1788,86812,7007,96029,10689,75094,8517
8600000US12056,12056,ZCTA5 12056,1112,340,644,230,468,183,(X),(X),46375,34318,46579,15474,56699,11500,61167,15383,50551,11115
8600000US12057,12057,ZCTA5 12057,670,164,337,88,333,114,(X),(X),41960,8186,31693,6032,41930,6010,46426,9043,37379,6399
8600000US12058,12058,ZCTA5 12058,607,178,282,89,325,129,(X),(X),60303,18152,27263,14599,46951,7705,62943,11316,33074,10710
8600000US12059,12059,ZCTA5 12059,656,114,377,72,279,66,(X),(X),66705,8358,44223,8947,62764,5932,71520,8662,50932,6128
8600000US12060,12060,ZCTA5 12060,476,101,255,54,221,65,(X),(X),51809,9214,42813,9150,66148,13475,80413,21393,49688,8503
8600000US12061,12061,ZCTA5 12061,3853,422,2208,329,1645,204,(X),(X),69929,10271,59152,9586,78684,7144,84015,10027,71528,7766
8600000US12062,12062,ZCTA5 12062,656,132,335,83,321,97,(X),(X),51658,9107,43250,13609,54122,4089,57701,6214,50387,4827
8600000US12063,12063,ZCTA5 12063,214,116,116,73,98,69,(X),(X),-,**,29545,3264,N,N,N,N,N,N
8600000US12064,12064,ZCTA5 12064,140,51,84,43,56,31,(X),(X),61250,29908,39231,3434,52442,11108,61783,13552,38430,5553
8600000US12065,12065,ZCTA5 12065,17033,668,10188,513,6845,421,(X),(X),72500,3730,54217,4325,76798,3028,85096,4434,64447,3550
8600000US12066,12066,ZCTA5 12066,723,175,367,88,356,102,(X),(X),51250,19154,40870,9887,52398,3702,55511,5899,49189,5261
8600000US12067,12067,ZCTA5 12067,555,132,302,91,253,75,(X),(X),34211,9287,55102,3529,52479,10294,44571,11223,61918,12777
8600000US12068,12068,ZCTA5 12068,1034,202,532,158,502,107,(X),(X),31136,10419,37727,6251,43865,5956,39050,7249,48967,7609
8600000US12069,12069,ZCTA5 12069,32,28,32,28,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12070,12070,ZCTA5 12070,432,122,260,95,172,57,(X),(X),58714,1317,37500,6842,67172,22084,84129,35404,41541,7045
8600000US12071,12071,ZCTA5 12071,112,47,83,38,29,17,(X),(X),50938,10855,49583,12641,54493,15371,58163,19769,43990,11095
8600000US12072,12072,ZCTA5 12072,877,114,550,80,327,62,(X),(X),40795,2629,31339,4912,46280,7977,52293,12068,36165,3819
8600000US12074,12074,ZCTA5 12074,952,161,554,102,398,99,(X),(X),48036,10602,56875,13151,62267,8688,64466,11841,59206,8850
8600000US12075,12075,ZCTA5 12075,883,267,620,239,263,92,(X),(X),36125,8288,40875,8902,48407,10454,44134,9470,58479,21781
8600000US12076,12076,ZCTA5 12076,413,65,246,50,167,34,(X),(X),43500,9767,40208,4935,46785,3774,49405,5675,42926,6254
8600000US12077,12077,ZCTA5 12077,2251,302,1314,215,937,172,(X),(X),74792,10814,58949,7918,91281,10968,112835,18414,61054,6993
8600000US12078,12078,ZCTA5 12078,6696,451,3623,300,3073,305,(X),(X),41372,3184,31542,1057,44790,3955,51303,6653,37110,2405
8600000US12083,12083,ZCTA5 12083,1206,199,726,133,480,124,(X),(X),60208,6558,54853,10976,62344,6164,62093,5237,62724,11760
8600000US12084,12084,ZCTA5 12084,1673,257,933,186,740,157,(X),(X),61324,8199,54474,10886,72853,10224,83894,17220,58932,7069
8600000US12085,12085,ZCTA5 12085,163,72,101,66,62,47,(X),(X),32344,9846,36071,8749,N,N,N,N,N,N
8600000US12086,12086,ZCTA5 12086,508,157,294,78,214,95,(X),(X),53548,4839,45125,17783,57580,9002,65219,13658,47085,10374
8600000US12087,12087,ZCTA5 12087,369,149,200,75,169,103,(X),(X),50441,24515,30718,5131,47785,12310,53189,12538,41391,16726
8600000US12089,12089,ZCTA5 12089,119,103,96,105,23,33,(X),(X),33415,32195,-,**,N,N,N,N,N,N
8600000US12090,12090,ZCTA5 12090,2203,238,1101,159,1102,181,(X),(X),46205,5550,36563,2913,47565,4044,51671,6078,43462,3896
8600000US12092,12092,ZCTA5 12092,208,91,123,62,85,52,(X),(X),51360,13648,46641,21476,54033,8740,54702,12742,53065,13532
8600000US12093,12093,ZCTA5 12093,433,81,249,49,184,52,(X),(X),45859,5163,32344,6325,48422,5467,54359,6980,40389,7960
8600000US12094,12094,ZCTA5 12094,772,223,546,175,226,102,(X),(X),50267,6113,51136,26601,53288,7499,54151,8661,51203,12595
8600000US12095,12095,ZCTA5 12095,3928,393,2158,252,1770,244,(X),(X),40732,2833,37271,3460,47893,3747,52396,5651,42402,3852
8600000US12106,12106,ZCTA5 12106,867,174,478,105,389,92,(X),(X),62400,6625,51250,6187,74565,9186,89078,14705,56731,6132
8600000US12108,12108,ZCTA5 12108,75,33,49,26,26,16,(X),(X),70156,18392,30750,8287,66163,17382,78941,22390,42081,16539
8600000US12110,12110,ZCTA5 12110,7593,584,4208,362,3385,376,(X),(X),55576,4019,52564,5795,64328,3769,69000,5067,58521,5310
8600000US12115,12115,ZCTA5 12115,87,52,40,25,47,46,(X),(X),-,**,82650,78210,N,N,N,N,N,N
8600000US12116,12116,ZCTA5 12116,654,128,320,63,334,86,(X),(X),27102,6908,27576,3546,32639,3480,32756,5237,32527,4551
